IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.6,,0.9,0.7 [0.6 – 0.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.7,,,0.6,,0.9,0.7 [0.6 – 0.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.8,,,0.6,,1,0.8 [0.6 – 1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,0.9,,,0.6,,1.2,0.9 [0.6 – 1.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,COM,Comoros,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,0.9,,,0.7,,1.3,0.9 [0.7 – 1.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1,,,0.8,,1.3,1 [0.8 – 1.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.1,,,1,,1.3,1.1 [1 – 1.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.3,,,1.1,,1.6,1.3 [1.1 – 1.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.3,,,1.1,,1.6,1.3 [1.1 – 1.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.4,,,1.2,,1.6,1.4 [1.2 – 1.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.5,,,1.2,,1.7,1.5 [1.2 – 1.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.5,,,1.2,,1.8,1.5 [1.2 – 1.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,TUR,Turkey,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.5,,,1.2,,1.8,1.5 [1.2 – 1.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.5,,,1.2,,1.9,1.5 [1.2 – 1.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.5,,,1.3,,1.8,1.5 [1.3 – 1.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.5,,,1.3,,1.9,1.5 [1.3 – 1.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.6,,,1.3,,2.1,1.6 [1.3 – 2.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,Sex,Male,MLE,,,,,,,,,,1.7,,,1.2,,2.2,1.7 [1.2 – 2.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,1.7,,,1.3,,2.2,1.7 [1.3 – 2.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,true,Sex,Male,MLE,,,,,,,,,,1.7,,,1.4,,2.1,1.7 [1.4 – 2.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.8,,,1.4,,2.2,1.8 [1.4 – 2.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,1.8,,,1.4,,2.4,1.8 [1.4 – 2.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2016,true,Sex,Male,MLE,,,,,,,,,,1.9,,,1.6,,2.4,1.9 [1.6 – 2.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,LSO,Lesotho,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,10,,,8.7,,11.6,10 [8.7 – 11.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.1,,,8.3,,12.1,10.1 [8.3 – 12.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.1,,,8.6,,11.9,10.1 [8.6 – 11.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,NAM,Namibia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.4,,,8.6,,12.5,10.4 [8.6 – 12.5],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.4,,,9,,12.1,10.4 [9 – 12.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.5,,,8.7,,12.7,10.5 [8.7 – 12.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2016,true,Sex,Male,MLE,,,,,,,,,,10.6,,,8.3,,13.4,10.6 [8.3 – 13.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.6,,,8.7,,12.7,10.6 [8.7 – 12.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.6,,,9.2,,12.2,10.6 [9.2 – 12.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.6,,,9.2,,12.3,10.6 [9.2 – 12.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.7,,,8.9,,12.9,10.7 [8.9 – 12.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2016,true,Sex,Male,MLE,,,,,,,,,,10.8,,,9.4,,12.5,10.8 [9.4 – 12.5],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2016,true,Sex,Male,MLE,,,,,,,,,,10.9,,,9.4,,12.5,10.9 [9.4 – 12.5],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.9,,,9.4,,12.6,10.9 [9.4 – 12.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2016,true,Sex,Male,MLE,,,,,,,,,,10.9,,,9.4,,12.6,10.9 [9.4 – 12.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,BDI,Burundi,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,10.9,,,9.4,,12.7,10.9 [9.4 – 12.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,11,,,9.7,,12.4,11 [9.7 – 12.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.4,,,9.4,,13.7,11.4 [9.4 – 13.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,11.5,,,10.2,,12.8,11.5 [10.2 – 12.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.5,,,9.8,,13.4,11.5 [9.8 – 13.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2016,true,Sex,Male,MLE,,,,,,,,,,11.6,,,,,,11.6,,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.6,,,10,,13.4,11.6 [10 – 13.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.7,,,,,,11.7,,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,11.7,,,10.4,,13.2,11.7 [10.4 – 13.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,10.4,,13.3,11.8 [10.4 – 13.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,NER,Niger,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,11.8,,,10.6,,13.2,11.8 [10.6 – 13.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,11.9,,,10.3,,13.7,11.9 [10.3 – 13.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2016,true,Sex,Male,MLE,,,,,,,,,,11.9,,,10.3,,13.7,11.9 [10.3 – 13.7],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,MDG,Madagascar,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12,,,10.8,,13.3,12 [10.8 – 13.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.1,,,10.5,,13.9,12.1 [10.5 – 13.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.4,,,11.1,,13.8,12.4 [11.1 – 13.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,true,Sex,Male,MLE,,,,,,,,,,12.5,,,10.8,,14.3,12.5 [10.8 – 14.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.5,,,11.2,,13.9,12.5 [11.2 – 13.9],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.6,,,11.3,,14.1,12.6 [11.3 – 14.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.8,,,,,,12.8,,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.8,,,10.8,,15.1,12.8 [10.8 – 15.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.8,,,11.2,,14.5,12.8 [11.2 – 14.5],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,JAM,Jamaica,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.9,,,10.9,,15.2,12.9 [10.9 – 15.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,MLI,Mali,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.9,,,11.5,,14.3,12.9 [11.5 – 14.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,12.9,,,11.5,,14.3,12.9 [11.5 – 14.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,12.9,,,8.6,,18.8,12.9 [8.6 – 18.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13,,,11.2,,15.2,13 [11.2 – 15.2],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2016,true,Sex,Male,MLE,,,,,,,,,,13.1,,,11.4,,15.1,13.1 [11.4 – 15.1],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.1,,,11.7,,14.6,13.1 [11.7 – 14.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.1,,,9.9,,17.3,13.1 [9.9 – 17.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.3,,,11.5,,15.3,13.3 [11.5 – 15.3],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.3,,,11.5,,15.4,13.3 [11.5 – 15.4],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.3,,,11.9,,14.6,13.3 [11.9 – 14.6],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,true,Sex,Both sexes,BTSX,,,,,,,,,,13.3,,,12,,14.8,13.3 [12 – 14.8],,,EN,2018-10-23T22:00:00.000Z
SA_0000001759,"15-19 years old, current drinkers (%)",numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,true,Sex,Female,FMLE,,,,,,,,,,13.4,,,11.4,,15.7,13.4 [11.4 – 15.7],,,EN,2018-10-23T22:00:00.000Z
